path,name,extension,size_bytes,created,modified,accessed
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421029\Usages.txt",Usages.txt,txt,2064,2025-11-25 12:02:59.174190,2025-11-25 12:10:34.921240,2025-11-25 12:10:34.921240
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421030\AddOns.txt",AddOns.txt,txt,2840,2025-11-25 12:03:00.207132,2025-11-25 12:12:25.049389,2025-11-25 12:12:25.049389
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421030\Usages.txt",Usages.txt,txt,2071,2025-11-25 12:03:00.208133,2025-11-25 12:12:37.867713,2025-11-25 12:12:37.867713
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421031\AddOns.txt",AddOns.txt,txt,2838,2025-11-25 12:03:01.073835,2025-11-25 12:14:22.403985,2025-11-25 12:14:22.403985
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421031\Usages.txt",Usages.txt,txt,2058,2025-11-25 12:03:01.074836,2025-11-25 12:14:28.283068,2025-11-25 12:14:28.283068
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421032\AddOns.txt",AddOns.txt,txt,4265,2025-11-25 12:03:01.869523,2025-11-25 12:43:32.303775,2025-11-25 12:43:32.303775
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421032\Usages.txt",Usages.txt,txt,3046,2025-11-25 12:03:01.871505,2025-11-25 12:43:42.471900,2025-11-25 12:43:42.471900
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421033\AddOns.txt",AddOns.txt,txt,2832,2025-11-25 12:03:02.674708,2025-11-25 12:46:37.400186,2025-11-25 12:46:37.400186
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421033\Usages.txt",Usages.txt,txt,2057,2025-11-25 12:03:02.676675,2025-11-25 12:46:53.025932,2025-11-25 12:46:53.025932
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421034\AddOns.txt",AddOns.txt,txt,2831,2025-11-25 12:45:40.420894,2025-11-25 12:48:16.371540,2025-11-25 12:48:16.371540
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421034\Usages.txt",Usages.txt,txt,2060,2025-11-25 12:45:40.436982,2025-11-25 12:49:04.931119,2025-11-25 12:49:04.931119
